chapter,dialogue,speaker,receiver
1.7,"“So it proved. I spent the whole of yesterday evening in making enquiries entirely without avail. This morning I began very early, and at eight o’clock I reached Halliday’s Private Hotel, in Little George Street. On my enquiry as to whether a Mr. Stangerson was living there, they at once answered me in the affirmative.

“‘No doubt you are the gentleman whom he was expecting,’ they said. ‘He has been waiting for a gentleman for two days.’

“‘Where is he now?’ I asked.

“‘He is upstairs in bed. He wished to be called at nine.’

“‘I will go up and see him at once,’ I said.

“It seemed to me that my sudden appearance might shake his nerves and lead him to say something unguarded. The Boots volunteered to show me the room: it was on the second floor, and there was a small corridor leading up to it. The Boots pointed out the door to me, and was about to go downstairs again when I saw something that made me feel sickish, in spite of my twenty years’ experience. From under the door there curled a little red ribbon of blood, which had meandered across the passage and formed a little pool along the skirting at the other side. I gave a cry, which brought the Boots back. He nearly fainted when he saw it. The door was locked on the inside, but we put our shoulders to it, and knocked it in. The window of the room was open, and beside the window, all huddled up, lay the body of a man in his nightdress. He was quite dead, and had been for some time, for his limbs were rigid and cold. When we turned him over, the Boots recognized him at once as being the same gentleman who had engaged the room under the name of Joseph Stangerson. The cause of death was a deep stab in the left side, which must have penetrated the heart. And now comes the strangest part of the affair. What do you suppose was above the murdered man?”",Lestrade,Gregson
1.7,"“The word RACHE, written in letters of blood,”",Sherlock Holmes,Lestrade
1.7,"“That was it,”",Lestrade,Sherlock Holmes
1.7,"“The man was seen,”",Lestrade,Sherlock Holmes
1.7,"“A milk boy, passing on his way to the dairy, happened to walk down the lane which leads from the mews at the back of the hotel. He noticed that a ladder, which usually lay there, was raised against one of the windows of the second floor, which was wide open. After passing, he looked back and saw a man descend the ladder. He came down so quietly and openly that the boy imagined him to be some carpenter or joiner at work in the hotel. He took no particular notice of him, beyond thinking in his own mind that it was early for him to be at work. He has an impression that the man was tall, had a reddish face, and was dressed in a long, brownish coat. He must have stayed in the room some little time after the murder, for we found blood-stained water in the basin, where he had washed his hands, and marks on the sheets where he had deliberately wiped his knife.”",Lestrade,Sherlock Holmes
1.7,"“The man was seen,”",Lestrade,Gregson
1.7,"“A milk boy, passing on his way to the dairy, happened to walk down the lane which leads from the mews at the back of the hotel. He noticed that a ladder, which usually lay there, was raised against one of the windows of the second floor, which was wide open. After passing, he looked back and saw a man descend the ladder. He came down so quietly and openly that the boy imagined him to be some carpenter or joiner at work in the hotel. He took no particular notice of him, beyond thinking in his own mind that it was early for him to be at work. He has an impression that the man was tall, had a reddish face, and was dressed in a long, brownish coat. He must have stayed in the room some little time after the murder, for we found blood-stained water in the basin, where he had washed his hands, and marks on the sheets where he had deliberately wiped his knife.”",Lestrade,Gregson
1.7,"“The man was seen,”",Lestrade,John Watson
1.7,"“A milk boy, passing on his way to the dairy, happened to walk down the lane which leads from the mews at the back of the hotel. He noticed that a ladder, which usually lay there, was raised against one of the windows of the second floor, which was wide open. After passing, he looked back and saw a man descend the ladder. He came down so quietly and openly that the boy imagined him to be some carpenter or joiner at work in the hotel. He took no particular notice of him, beyond thinking in his own mind that it was early for him to be at work. He has an impression that the man was tall, had a reddish face, and was dressed in a long, brownish coat. He must have stayed in the room some little time after the murder, for we found blood-stained water in the basin, where he had washed his hands, and marks on the sheets where he had deliberately wiped his knife.”",Lestrade,John Watson
1.7,“Did you find nothing in the room which could furnish a clue to the murderer?”,Sherlock Holmes,Lestrade
1.7,"“Nothing. Stangerson had Drebber’s purse in his pocket, but it seems that this was usual, as he did all the paying. There was eighty odd pounds in it, but nothing had been taken. Whatever the motives of these extraordinary crimes, robbery is certainly not one of them. There were no papers or memoranda in the murdered man’s pocket, except a single telegram, dated from Cleveland about a month ago, and containing the words, ‘J. H. is in Europe.’ There was no name appended to this message.”",Lestrade,Sherlock Holmes
1.7,“And there was nothing else?”,Sherlock Holmes,Lestrade
1.7,"“Nothing of any importance. The man’s novel, with which he had read himself to sleep was lying upon the bed, and his pipe was on a chair beside him. There was a glass of water on the table, and on the window-sill a small chip ointment box containing a couple of pills.”",Lestrade,Sherlock Holmes
1.7,"“The last link,”",Sherlock Holmes,Lestrade
1.7,“My case is complete.”,Sherlock Holmes,Lestrade
1.7,"“I have now in my hands,”",Sherlock Holmes,Lestrade
1.7,"“all the threads which have formed such a tangle. There are, of course, details to be filled in, but I am as certain of all the main facts, from the time that Drebber parted from Stangerson at the station, up to the discovery of the body of the latter, as if I had seen them with my own eyes. I will give you a proof of my knowledge. Could you lay your hand upon those pills?”",Sherlock Holmes,Lestrade
1.7,"“The last link,”",Sherlock Holmes,Gregson
1.7,“My case is complete.”,Sherlock Holmes,Gregson
1.7,"“I have now in my hands,”",Sherlock Holmes,Gregson
1.7,"“all the threads which have formed such a tangle. There are, of course, details to be filled in, but I am as certain of all the main facts, from the time that Drebber parted from Stangerson at the station, up to the discovery of the body of the latter, as if I had seen them with my own eyes. I will give you a proof of my knowledge. Could you lay your hand upon those pills?”",Sherlock Holmes,Gregson
1.7,"“The last link,”",Sherlock Holmes,John Watson
1.7,“My case is complete.”,Sherlock Holmes,John Watson
1.7,"“I have now in my hands,”",Sherlock Holmes,John Watson
1.7,"“all the threads which have formed such a tangle. There are, of course, details to be filled in, but I am as certain of all the main facts, from the time that Drebber parted from Stangerson at the station, up to the discovery of the body of the latter, as if I had seen them with my own eyes. I will give you a proof of my knowledge. Could you lay your hand upon those pills?”",Sherlock Holmes,John Watson
